headword,CEFR,source
paint,A1,oxford_3000
painter,A2,oxford_3000
painting,A1,oxford_3000
pair,A1,oxford_3000
palace,A2,oxford_3000
pale,B1,oxford_3000
palm,B2,oxford_5000
pan,B1,oxford_3000
panel,B2,oxford_3000
panic,B2,oxford_5000
pants,A2,oxford_3000
paper,A1,oxford_3000
parade,B2,oxford_5000
paragraph,A1,oxford_3000
parallel,B2,oxford_5000
parameter,C1,oxford_5000
parent,A1,oxford_3000
parental,C1,oxford_5000
parish,C1,oxford_5000
park,A1,oxford_3000
parking,A2,oxford_3000
parliament,B2,oxford_3000
parliamentary,C1,oxford_5000
part,A1,oxford_3000
part-time,B2,oxford_5000
partial,C1,oxford_5000
partially,C1,oxford_5000
participant,B2,oxford_3000
participate,B1,oxford_3000
participation,B2,oxford_5000
particular,A2,oxford_3000
particularly,B1,oxford_3000
partly,B2,oxford_3000
partner,A1,oxford_3000
partnership,B2,oxford_5000
party,A1,oxford_3000
pass,A2,oxford_3000
passage,B2,oxford_3000
passenger,A2,oxford_3000
passing,C1,oxford_5000
passion,B1,oxford_3000
passionate,B2,oxford_5000
passive,C1,oxford_5000
passport,A1,oxford_3000
password,B2,oxford_5000
past,A1,oxford_3000
pastor,C1,oxford_5000
patch,C1,oxford_5000
patent,C1,oxford_5000
path,B1,oxford_3000
pathway,C1,oxford_5000
patience,B2,oxford_5000
patient,A2,oxford_3000
patrol,C1,oxford_5000
patron,C1,oxford_5000
pattern,A2,oxford_3000
pause,B2,oxford_5000
pay,A1,oxford_3000
payment,B1,oxford_3000
peace,A2,oxford_3000
peaceful,B1,oxford_3000
peak,C1,oxford_5000
peasant,C1,oxford_5000
peculiar,C1,oxford_5000
peer,B2,oxford_5000
pen,A1,oxford_3000
penalty,B2,oxford_5000
pencil,A1,oxford_3000
penny,A2,oxford_3000
pension,B2,oxford_3000
people,A1,oxford_3000
pepper,A1,oxford_3000
per,A2,oxford_3000
per cent,A2,oxford_3000
perceive,B2,oxford_5000
percentage,B1,oxford_3000
perception,B2,oxford_5000
perfect,A1,oxford_3000
perfectly,B1,oxford_3000
perform,A2,oxford_3000
performance,B1,oxford_3000
perhaps,A2,oxford_3000
period,A1,oxford_3000
permanent,B2,oxford_3000
permanently,B2,oxford_5000
permission,A2,oxford_3000
permit,B2,oxford_3000
persist,C1,oxford_5000
persistent,C1,oxford_5000
person,A1,oxford_3000
personal,A1,oxford_3000
personality,A2,oxford_3000
personally,B1,oxford_3000
personnel,C1,oxford_5000
perspective,B2,oxford_3000
persuade,B1,oxford_3000
pet,A2,oxford_3000
petition,C1,oxford_5000
phase,B2,oxford_3000
phenomenon,B2,oxford_3000
philosopher,C1,oxford_5000
philosophical,C1,oxford_5000
philosophy,B2,oxford_3000
phone,A1,oxford_3000
photo,A1,oxford_3000
photograph,A1,oxford_3000
photographer,B1,oxford_3000
photography,B1,oxford_3000
phrase,A1,oxford_3000
physical,A2,oxford_3000
physician,C1,oxford_5000
physics,A2,oxford_3000
piano,A1,oxford_3000
pick,A2,oxford_3000
picture,A1,oxford_3000
piece,A1,oxford_3000
pig,A1,oxford_3000
pile,B2,oxford_3000
pill,B2,oxford_5000
pilot,A2,oxford_3000
pin,B1,oxford_3000
pink,A1,oxford_3000
pioneer,C1,oxford_5000
pipe,B1,oxford_3000
pipeline,C1,oxford_5000
pirate,C1,oxford_5000
pit,C1,oxford_5000
pitch,B2,oxford_3000
pity,B2,oxford_5000
place,A1,oxford_3000
placement,B2,oxford_5000
plain,B2,oxford_3000
plan,A1,oxford_3000
plane,A1,oxford_3000
planet,A2,oxford_3000
planning,B1,oxford_3000
plant,A1,oxford_3000
plastic,A2,oxford_3000
plate,A2,oxford_3000
platform,A2,oxford_3000
play,A1,oxford_3000
player,A1,oxford_3000
plea,C1,oxford_5000
plead,C1,oxford_5000
pleasant,B1,oxford_3000
please,A1,oxford_3000
pleased,A2,oxford_3000
pleasure,B1,oxford_3000
pledge,C1,oxford_5000
plot,B1,oxford_3000
plug,C1,oxford_5000
plunge,C1,oxford_5000
plus,B1,oxford_3000
pocket,A2,oxford_3000
poem,B1,oxford_3000
poet,B1,oxford_3000
poetry,B1,oxford_3000
point,A1,oxford_3000
pointed,B2,oxford_3000
poison,B1,oxford_3000
poisonous,B1,oxford_3000
pole,C1,oxford_5000
police,A1,oxford_3000
policeman,A1,oxford_3000
policy,B1,oxford_3000
polite,A2,oxford_3000
political,B1,oxford_3000
politician,B1,oxford_3000
politics,B1,oxford_3000
poll,C1,oxford_5000
pollution,A2,oxford_3000
pond,C1,oxford_5000
pool,A1,oxford_3000
poor,A1,oxford_3000
pop,A2,oxford_3000
popular,A1,oxford_3000
popularity,B2,oxford_3000
population,A2,oxford_3000
port,B1,oxford_3000
portfolio,C1,oxford_5000
portion,B2,oxford_5000
portrait,B1,oxford_3000
portray,C1,oxford_5000
pose,B2,oxford_3000
position,A2,oxford_3000
positive,A1,oxford_3000
possess,B2,oxford_3000
possession,A2,oxford_3000
possibility,A2,oxford_3000
possible,A1,oxford_3000
possibly,B1,oxford_3000
post,A1,oxford_3000
post-war,C1,oxford_5000
poster,A2,oxford_3000
postpone,C1,oxford_5000
pot,B1,oxford_3000
potato,A1,oxford_3000
potential,B2,oxford_3000
potentially,B2,oxford_5000
pound,A1,oxford_3000
pour,B1,oxford_3000
poverty,B1,oxford_3000
powder,B1,oxford_3000
power,A2,oxford_3000
powerful,B1,oxford_3000
practical,B1,oxford_3000
practice,A1,oxford_3000
practise,A1,oxford_3000
practitioner,C1,oxford_5000
praise,B2,oxford_3000
pray,B1,oxford_3000
prayer,B1,oxford_3000
preach,C1,oxford_5000
precede,B2,oxford_5000
precedent,C1,oxford_5000
precious,B2,oxford_5000
precise,B2,oxford_5000
precisely,B2,oxford_5000
precision,C1,oxford_5000
predator,C1,oxford_5000
predecessor,C1,oxford_5000
predict,A2,oxford_3000
predictable,B2,oxford_5000
prediction,B1,oxford_3000
predominantly,C1,oxford_5000
prefer,A1,oxford_3000
preference,B2,oxford_5000
pregnancy,C1,oxford_5000
pregnant,B2,oxford_3000
prejudice,C1,oxford_5000
preliminary,C1,oxford_5000
premier,C1,oxford_5000
premise,C1,oxford_5000
premium,C1,oxford_5000
preparation,B2,oxford_3000
prepare,A1,oxford_3000
prepared,B1,oxford_3000
prescribe,C1,oxford_5000
prescription,C1,oxford_5000
presence,B2,oxford_3000
present,A1,oxford_3000
presentation,B1,oxford_3000
presently,C1,oxford_5000
preservation,C1,oxford_5000
preserve,B2,oxford_3000
preside,C1,oxford_5000
presidency,C1,oxford_5000
president,A2,oxford_3000
presidential,C1,oxford_5000
press,B1,oxford_3000
pressure,B1,oxford_3000
prestigious,C1,oxford_5000
presumably,C1,oxford_5000
presume,C1,oxford_5000
pretend,B1,oxford_3000
pretty,A1,oxford_3000
prevail,C1,oxford_5000
prevalence,C1,oxford_5000
prevent,A2,oxford_3000
prevention,C1,oxford_5000
previous,B1,oxford_3000
previously,B1,oxford_3000
prey,C1,oxford_5000
price,A1,oxford_3000
pride,B2,oxford_5000
priest,B1,oxford_3000
primarily,B2,oxford_5000
primary,B1,oxford_3000
prime,B2,oxford_3000
prince,B1,oxford_3000
princess,B1,oxford_3000
principal,B2,oxford_5000
principle,B2,oxford_3000
print,A2,oxford_3000
printer,A2,oxford_3000
printing,B1,oxford_3000
prior,B2,oxford_5000
priority,B2,oxford_3000
prison,A2,oxford_3000
prisoner,B1,oxford_3000
privacy,B2,oxford_3000
private,B1,oxford_3000
privatization,C1,oxford_5000
privilege,C1,oxford_5000
prize,A2,oxford_3000
probability,B2,oxford_5000
probable,B2,oxford_5000
probably,A1,oxford_3000
probe,C1,oxford_5000
problem,A1,oxford_3000
problematic,C1,oxford_5000
procedure,B2,oxford_3000
proceed,B2,oxford_5000
proceedings,C1,oxford_5000
proceeds,C1,oxford_5000
process,A2,oxford_3000
processing,C1,oxford_5000
processor,C1,oxford_5000
proclaim,C1,oxford_5000
produce,A2,oxford_3000
producer,B1,oxford_3000
product,A1,oxford_3000
production,B1,oxford_3000
productive,C1,oxford_5000
productivity,C1,oxford_5000
profession,B1,oxford_3000
professional,A2,oxford_3000
professor,A2,oxford_3000
profile,A2,oxford_3000
profit,B1,oxford_3000
profitable,C1,oxford_5000
profound,C1,oxford_5000
program,A2,oxford_3000
programme,A1,oxford_3000
programming,B2,oxford_5000
progress,A2,oxford_3000
progressive,B2,oxford_5000
prohibit,B2,oxford_5000
project,B2,oxford_3000
projection,C1,oxford_5000
prominent,C1,oxford_5000
promise,A2,oxford_3000
promising,B2,oxford_5000
promote,B1,oxford_3000
promotion,B2,oxford_5000
prompt,B2,oxford_5000
pronounce,A2,oxford_3000
pronounced,C1,oxford_5000
proof,B2,oxford_3000
propaganda,C1,oxford_5000
proper,B1,oxford_3000
properly,B1,oxford_3000
property,B1,oxford_3000
proportion,B2,oxford_5000
proposal,B2,oxford_3000
propose,B2,oxford_3000
proposition,C1,oxford_5000
prosecute,C1,oxford_5000
prosecution,C1,oxford_5000
prosecutor,C1,oxford_5000
prospect,B2,oxford_3000
prospective,C1,oxford_5000
prosperity,C1,oxford_5000
protect,A2,oxford_3000
protection,B2,oxford_3000
protective,C1,oxford_5000
protein,B2,oxford_5000
protest,B1,oxford_3000
protester,B2,oxford_5000
protocol,C1,oxford_5000
proud,B1,oxford_3000
prove,B1,oxford_3000
provide,A2,oxford_3000
province,C1,oxford_5000
provincial,C1,oxford_5000
provision,C1,oxford_5000
provoke,C1,oxford_5000
psychiatric,C1,oxford_5000
psychological,B2,oxford_5000
psychologist,B2,oxford_3000
psychology,B2,oxford_3000
pub,A2,oxford_3000
public,A2,oxford_3000
publication,B2,oxford_3000
publicity,B2,oxford_5000
publish,A2,oxford_3000
publishing,B2,oxford_5000
pull,A2,oxford_3000
pulse,C1,oxford_5000
pump,C1,oxford_5000
punch,C1,oxford_5000
punish,B1,oxford_3000
punishment,B1,oxford_3000
punk,B2,oxford_5000
pupil,B2,oxford_3000
purchase,B2,oxford_3000
pure,B2,oxford_3000
purely,B2,oxford_5000
purple,A1,oxford_3000
purpose,A2,oxford_3000
pursue,B2,oxford_3000
pursuit,B2,oxford_5000
push,A2,oxford_3000
put,A1,oxford_3000
puzzle,B2,oxford_5000
qualification,B1,oxford_3000
qualified,B1,oxford_3000
qualify,B1,oxford_3000
quality,A2,oxford_3000
quantity,A2,oxford_3000
quarter,A1,oxford_3000
queen,A2,oxford_3000
query,C1,oxford_5000
quest,C1,oxford_5000
question,A1,oxford_3000
questionnaire,B2,oxford_5000
queue,B1,oxford_3000
quick,A1,oxford_3000
quickly,A1,oxford_3000
quiet,A1,oxford_3000
quietly,A2,oxford_3000
quit,B1,oxford_3000
quite,A1,oxford_3000
quota,C1,oxford_5000
quotation,B1,oxford_3000
quote,B1,oxford_3000
race,B1,oxford_3000
racial,B2,oxford_5000
racing,B1,oxford_3000
racism,B2,oxford_5000
racist,B2,oxford_5000
radar,C1,oxford_5000
radiation,B2,oxford_5000
radical,C1,oxford_5000
radio,A1,oxford_3000
rage,C1,oxford_5000
raid,C1,oxford_5000
rail,B2,oxford_5000
railway,A2,oxford_3000
rain,A1,oxford_3000
raise,A2,oxford_3000
rally,C1,oxford_5000
random,B2,oxford_5000
range,B1,oxford_3000
rank,B2,oxford_3000
ranking,C1,oxford_5000
rape,C1,oxford_5000
rapid,B2,oxford_3000
rapidly,B2,oxford_3000
rare,B1,oxford_3000
rarely,B1,oxford_3000
rat,B2,oxford_5000
rate,A2,oxford_3000
rather,A2,oxford_3000
rating,B2,oxford_5000
ratio,C1,oxford_5000
rational,C1,oxford_5000
raw,B2,oxford_3000
ray,C1,oxford_5000
reach,A2,oxford_3000
react,A2,oxford_3000
reaction,B1,oxford_3000
read,A1,oxford_3000
reader,A1,oxford_3000
readily,C1,oxford_5000
reading,A1,oxford_3000
ready,A1,oxford_3000
real,A1,oxford_3000
realistic,B2,oxford_3000
reality,B1,oxford_3000
realization,C1,oxford_5000
realize,A2,oxford_3000
really,A1,oxford_3000
realm,C1,oxford_5000
rear,C1,oxford_5000
reason,A1,oxford_3000
reasonable,B2,oxford_3000
reasonably,B2,oxford_5000
reasoning,C1,oxford_5000
reassure,C1,oxford_5000
rebel,C1,oxford_5000
rebellion,C1,oxford_5000
rebuild,B2,oxford_5000
recall,B2,oxford_3000
receipt,B1,oxford_3000
receive,A2,oxford_3000
receiver,B2,oxford_5000
recent,A2,oxford_3000
recently,A2,oxford_3000
reception,A2,oxford_3000
recession,B2,oxford_5000
recipe,A2,oxford_3000
recipient,C1,oxford_5000
reckon,B2,oxford_5000
recognition,B2,oxford_5000
recognize,A2,oxford_3000
recommend,A2,oxford_3000
reconstruction,C1,oxford_5000
record,A2,oxford_3000
recording,A2,oxford_3000
recount,C1,oxford_5000
recover,B2,oxford_3000
recovery,B2,oxford_5000
recruit,B2,oxford_5000
recruitment,B2,oxford_5000
recycle,A2,oxford_3000
red,A1,oxford_3000
reduce,A2,oxford_3000
reduction,B2,oxford_3000
refer,A2,oxford_3000
referee,B2,oxford_5000
reference,B1,oxford_3000
referendum,C1,oxford_5000
reflect,B1,oxford_3000
reflection,C1,oxford_5000
reform,C1,oxford_5000
refuge,C1,oxford_5000
refugee,B2,oxford_5000
refusal,C1,oxford_5000
regain,C1,oxford_5000
regard,B2,oxford_3000
regardless,C1,oxford_5000
regime,C1,oxford_5000
region,A2,oxford_3000
regional,B2,oxford_3000
register,B2,oxford_3000
registration,B2,oxford_5000
regret,B2,oxford_3000
regular,A2,oxford_3000
regularly,B1,oxford_3000
regulate,B2,oxford_5000
regulation,B2,oxford_3000
regulator,C1,oxford_5000
regulatory,C1,oxford_5000
rehabilitation,C1,oxford_5000
reign,C1,oxford_5000
reinforce,B2,oxford_5000
reject,B1,oxford_3000
rejection,C1,oxford_5000
relate,B1,oxford_3000
related,B1,oxford_3000
relation,B1,oxford_3000
relationship,A2,oxford_3000
relative,B1,oxford_3000
relatively,B2,oxford_3000
relax,A1,oxford_3000
relaxed,B1,oxford_3000
relaxing,B1,oxford_3000
release,B1,oxford_3000
relevance,C1,oxford_5000
relevant,B2,oxford_3000
reliability,C1,oxford_5000
reliable,B1,oxford_3000
relief,B2,oxford_3000
relieve,B2,oxford_5000
relieved,B2,oxford_5000
religion,B1,oxford_3000
religious,B1,oxford_3000
reluctant,C1,oxford_5000
rely,B2,oxford_3000
remain,B1,oxford_3000
remainder,C1,oxford_5000
remains,C1,oxford_5000
remark,B2,oxford_3000
remarkable,B2,oxford_5000
remarkably,B2,oxford_5000
remedy,C1,oxford_5000
remember,A1,oxford_3000
remind,B1,oxford_3000
reminder,C1,oxford_5000
remote,B1,oxford_3000
removal,C1,oxford_5000
remove,A2,oxford_3000
render,C1,oxford_5000
renew,C1,oxford_5000
renowned,C1,oxford_5000
rent,B1,oxford_3000
rental,C1,oxford_5000
repair,A2,oxford_3000
repeat,A1,oxford_3000
repeated,B1,oxford_3000
replace,A2,oxford_3000
replacement,C1,oxford_5000
reply,A2,oxford_3000
report,A1,oxford_3000
reportedly,C1,oxford_5000
reporter,A2,oxford_3000
reporting,B2,oxford_5000
represent,B1,oxford_3000
representation,C1,oxford_5000
reproduce,C1,oxford_5000
reproduction,C1,oxford_5000
republic,C1,oxford_5000
reputation,B2,oxford_3000
request,A2,oxford_3000
require,B1,oxford_3000
requirement,B2,oxford_3000
rescue,B2,oxford_3000
research,A2,oxford_3000
researcher,A2,oxford_3000
resemble,C1,oxford_5000
reservation,B1,oxford_3000
reserve,B2,oxford_3000
reside,C1,oxford_5000
residence,C1,oxford_5000
resident,B2,oxford_3000
residential,C1,oxford_5000
residue,C1,oxford_5000
resign,B2,oxford_5000
resignation,C1,oxford_5000
resist,B2,oxford_3000
resistance,C1,oxford_5000
resolution,B2,oxford_5000
resolve,B2,oxford_3000
resort,B2,oxford_3000
resource,B1,oxford_3000
respect,B1,oxford_3000
respective,C1,oxford_5000
respectively,C1,oxford_5000
respond,A2,oxford_3000
response,A2,oxford_3000
responsibility,B1,oxford_3000
responsible,B1,oxford_3000
restaurant,A1,oxford_3000
restoration,C1,oxford_5000
restore,B2,oxford_5000
restraint,C1,oxford_5000
restrict,B2,oxford_5000
restriction,B2,oxford_5000
result,A1,oxford_3000
resume,C1,oxford_5000
retail,B2,oxford_5000
retain,B2,oxford_3000
retire,B1,oxford_3000
retired,B1,oxford_3000
retirement,B2,oxford_5000
retreat,C1,oxford_5000
retrieve,C1,oxford_5000
return,A1,oxford_3000
reveal,B2,oxford_3000
revelation,C1,oxford_5000
revenge,C1,oxford_5000
revenue,B2,oxford_5000
review,A2,oxford_3000
revise,B1,oxford_3000
revision,B2,oxford_5000
revival,C1,oxford_5000
revive,C1,oxford_5000
revolution,B2,oxford_3000
revolutionary,C1,oxford_5000
reward,B2,oxford_3000
rhetoric,C1,oxford_5000
rhythm,B2,oxford_3000
rice,A1,oxford_3000
rich,A1,oxford_3000
rid,B2,oxford_3000
ride,A1,oxford_3000
ridiculous,B2,oxford_5000
rifle,C1,oxford_5000
right,A1,oxford_3000
ring,A2,oxford_3000
riot,C1,oxford_5000
rip,C1,oxford_5000
rise,A2,oxford_3000
risk,B1,oxford_3000
risky,B2,oxford_5000
ritual,C1,oxford_5000
rival,B2,oxford_5000
river,A1,oxford_3000
road,A1,oxford_3000
rob,B2,oxford_5000
robbery,B2,oxford_5000
robot,B1,oxford_3000
robust,C1,oxford_5000
rock,A2,oxford_3000
rocket,B2,oxford_5000
rod,C1,oxford_5000
role,A2,oxford_3000
roll,B1,oxford_3000
romance,B2,oxford_5000
romantic,B1,oxford_3000
roof,A2,oxford_3000
room,A1,oxford_3000
root,B2,oxford_3000
rope,B1,oxford_3000
rose,B2,oxford_5000
rotate,C1,oxford_5000
rotation,C1,oxford_5000
rough,B1,oxford_3000
roughly,B2,oxford_5000
round,A2,oxford_3000
route,A2,oxford_3000
routine,A1,oxford_3000
row,B1,oxford_3000
royal,B1,oxford_3000
rub,B2,oxford_3000
rubber,B2,oxford_3000
rubbish,A2,oxford_3000
rude,A2,oxford_3000
rugby,B1,oxford_3000
ruin,B2,oxford_5000
rule,A1,oxford_3000
ruling,C1,oxford_5000
rumour,C1,oxford_5000
run,A1,oxford_3000
runner,A2,oxford_3000
running,A2,oxford_3000
rural,B2,oxford_3000
rush,B2,oxford_3000
sack,C1,oxford_5000
sacrifice,C1,oxford_5000
sad,A1,oxford_3000
sadly,A2,oxford_3000
safe,A2,oxford_3000
safety,B1,oxford_3000
sail,A2,oxford_3000
sailing,A2,oxford_3000
sailor,B1,oxford_3000
saint,C1,oxford_5000
sake,C1,oxford_5000
salad,A1,oxford_3000
salary,A2,oxford_3000
sale,A2,oxford_3000
salt,A1,oxford_3000
same,A1,oxford_3000
sample,B1,oxford_3000
sanction,C1,oxford_5000
sand,B1,oxford_3000
sandwich,A1,oxford_3000
satellite,B2,oxford_3000
satisfaction,B2,oxford_5000
satisfied,B2,oxford_3000
satisfy,B2,oxford_3000
saturday,A1,oxford_3000
sauce,A2,oxford_3000
save,A2,oxford_3000
saving,B2,oxford_3000
say,A1,oxford_3000
scale,B2,oxford_3000
scan,B1,oxford_3000
scandal,B2,oxford_5000
scare,B2,oxford_5000
scared,A2,oxford_3000
scary,A2,oxford_3000
scattered,C1,oxford_5000
scenario,B2,oxford_5000
scene,A2,oxford_3000
sceptical,C1,oxford_5000
schedule,A2,oxford_3000
scheme,B2,oxford_3000
scholar,B2,oxford_5000
scholarship,B2,oxford_5000
school,A1,oxford_3000
science,A1,oxford_3000
scientific,B1,oxford_3000
scientist,A1,oxford_3000
scope,C1,oxford_5000
score,A2,oxford_3000
scratch,B2,oxford_5000
scream,B2,oxford_3000
screen,A2,oxford_3000
screening,B2,oxford_5000
script,B1,oxford_3000
scrutiny,C1,oxford_5000
sculpture,B1,oxford_3000
sea,A1,oxford_3000
search,A2,oxford_3000
season,A2,oxford_3000
seat,A2,oxford_3000
secondary,B1,oxford_3000
secondly,A2,oxford_3000
secret,A2,oxford_3000
secretary,A2,oxford_3000
section,A1,oxford_3000
sector,B2,oxford_3000
secular,C1,oxford_5000
secure,B2,oxford_3000
security,B1,oxford_3000
see,A1,oxford_3000
seed,B1,oxford_3000
seek,B2,oxford_3000
seeker,B2,oxford_5000
seem,A2,oxford_3000
seemingly,C1,oxford_5000
segment,C1,oxford_5000
seize,C1,oxford_5000
seldom,C1,oxford_5000
select,B2,oxford_3000
selection,B2,oxford_3000
selective,C1,oxford_5000
self,B2,oxford_3000
sell,A1,oxford_3000
seminar,B2,oxford_5000
senator,C1,oxford_5000
send,A1,oxford_3000
senior,B2,oxford_3000
sensation,C1,oxford_5000
sense,A2,oxford_3000
sensible,B1,oxford_3000
sensitive,B2,oxford_3000
sensitivity,C1,oxford_5000
sentence,A1,oxford_3000
sentiment,C1,oxford_5000
separate,A2,oxford_3000
separation,C1,oxford_5000
september,A1,oxford_3000
sequence,B2,oxford_3000
serial,C1,oxford_5000
series,A2,oxford_3000
serious,A2,oxford_3000
seriously,B1,oxford_3000
servant,B1,oxford_3000
serve,A2,oxford_3000
service,A2,oxford_3000
session,B2,oxford_3000
set,B1,oxford_3000
set-up,C1,oxford_5000
setting,B1,oxford_3000
settle,B2,oxford_3000
settlement,C1,oxford_5000
settler,B2,oxford_5000
seven,A1,oxford_3000
seventeen,A1,oxford_3000
seventy,A1,oxford_3000
several,A2,oxford_3000
severe,B2,oxford_3000
severely,B2,oxford_5000
sex,B1,oxford_3000
sexual,B1,oxford_3000
sexuality,C1,oxford_5000
sexy,B2,oxford_5000
shade,B2,oxford_3000
shadow,B2,oxford_3000
shake,A2,oxford_3000
shall,A2,oxford_3000
shallow,B2,oxford_3000
shame,B2,oxford_3000
shape,A2,oxford_3000
shaped,B2,oxford_5000
share,A1,oxford_3000
shareholder,C1,oxford_5000
sharp,B1,oxford_3000
shatter,C1,oxford_5000
she,A1,oxford_3000
shed,C1,oxford_5000
sheep,A1,oxford_3000
sheer,C1,oxford_5000
sheet,A2,oxford_3000
shell,B1,oxford_3000
shelter,B2,oxford_3000
shift,B1,oxford_3000
shine,B1,oxford_3000
shiny,B1,oxford_3000
ship,A2,oxford_3000
shipping,C1,oxford_5000
shirt,A1,oxford_3000
shock,B2,oxford_3000
shocked,B2,oxford_3000
shocking,B2,oxford_5000
shoot,B1,oxford_3000
shooting,B2,oxford_3000
shop,A1,oxford_3000
shopping,A1,oxford_3000
shore,B2,oxford_5000
short,A1,oxford_3000
short-term,B2,oxford_5000
shortage,B2,oxford_5000
shortly,B2,oxford_5000
shot,B2,oxford_3000
should,A1,oxford_3000
shoulder,A2,oxford_3000
shout,A2,oxford_3000
show,A1,oxford_3000
shower,A1,oxford_3000
shrink,C1,oxford_5000
shrug,C1,oxford_5000
shut,A2,oxford_3000
shy,B1,oxford_3000
sibling,B2,oxford_5000
sick,A1,oxford_3000
side,A2,oxford_3000
sigh,C1,oxford_5000
sight,B1,oxford_3000
sign,A2,oxford_3000
signal,B1,oxford_3000
signature,B2,oxford_5000
significance,B2,oxford_5000
significant,B2,oxford_3000
significantly,B2,oxford_3000
silence,B2,oxford_3000
silent,B1,oxford_3000
silk,B2,oxford_3000
silly,B1,oxford_3000
silver,A2,oxford_3000
similar,A1,oxford_3000
similarity,B1,oxford_3000
similarly,B1,oxford_3000
simple,A2,oxford_3000
simply,B1,oxford_3000
simulate,C1,oxford_5000
simulation,C1,oxford_5000
simultaneously,C1,oxford_5000
sin,C1,oxford_5000
since,A2,oxford_3000
sincere,B2,oxford_3000
sing,A1,oxford_3000
singer,A1,oxford_3000
singing,A2,oxford_3000
single,A2,oxford_3000
sink,B1,oxford_3000
sir,A2,oxford_3000
sister,A1,oxford_3000
sit,A1,oxford_3000
site,A2,oxford_3000
situated,C1,oxford_5000
situation,A1,oxford_3000
six,A1,oxford_3000
sixteen,A1,oxford_3000
sixty,A1,oxford_3000
size,A2,oxford_3000
sketch,C1,oxford_5000
ski,A2,oxford_3000
skiing,A2,oxford_3000
skill,A1,oxford_3000
skilled,B2,oxford_5000
skin,A2,oxford_3000
skip,C1,oxford_5000
skirt,A1,oxford_3000
skull,B2,oxford_5000
sky,A2,oxford_3000
slam,C1,oxford_5000
slap,C1,oxford_5000
slash,C1,oxford_5000
slave,B2,oxford_3000
slavery,C1,oxford_5000
sleep,A1,oxford_3000
slice,B1,oxford_3000
slide,B2,oxford_3000
slight,B2,oxford_3000
slightly,B1,oxford_3000
slip,B2,oxford_3000
slogan,B2,oxford_5000
slope,B2,oxford_3000
slot,C1,oxford_5000
slow,A1,oxford_3000
small,A1,oxford_3000
smart,B1,oxford_3000
smash,C1,oxford_5000
smell,A2,oxford_3000
smile,A2,oxford_3000
smoke,A2,oxford_3000
smoking,A2,oxford_3000
smooth,B1,oxford_3000
snake,A1,oxford_3000
snap,C1,oxford_5000
snow,A1,oxford_3000
so,A1,oxford_3000
so-called,B2,oxford_5000
soak,C1,oxford_5000
soap,A2,oxford_3000
soar,C1,oxford_5000
soccer,A2,oxford_3000
social,A2,oxford_3000
socialist,C1,oxford_5000
society,A2,oxford_3000
sock,A2,oxford_3000
soft,A2,oxford_3000
software,B1,oxford_3000
soil,B1,oxford_3000
solar,B2,oxford_3000
soldier,A2,oxford_3000
sole,C1,oxford_5000
solely,C1,oxford_5000
solicitor,C1,oxford_5000
solid,B1,oxford_3000
solidarity,C1,oxford_5000
solo,C1,oxford_5000
solution,A2,oxford_3000
solve,A2,oxford_3000
some,A1,oxford_3000
somebody,A1,oxford_3000
somehow,B2,oxford_5000
someone,A1,oxford_3000
something,A1,oxford_3000
sometime,B2,oxford_5000
sometimes,A1,oxford_3000
somewhere,A2,oxford_3000
son,A1,oxford_3000
song,A1,oxford_3000
soon,A1,oxford_3000
sophisticated,B2,oxford_5000
sorry,A1,oxford_3000
sort,A2,oxford_3000
soul,B2,oxford_3000
sound,A1,oxford_3000
soup,A1,oxford_3000
source,A2,oxford_3000
south,A1,oxford_3000
southern,B1,oxford_3000
sovereignty,C1,oxford_5000
space,A1,oxford_3000
spam,C1,oxford_5000
span,C1,oxford_5000
spare,B2,oxford_5000
spark,C1,oxford_5000
speak,A1,oxford_3000
speaker,A2,oxford_3000
special,A1,oxford_3000
specialist,B2,oxford_3000
specialize,B2,oxford_5000
specialized,C1,oxford_5000
species,B2,oxford_3000
specific,A2,oxford_3000
specifically,B1,oxford_3000
specification,C1,oxford_5000
specify,B2,oxford_5000
specimen,C1,oxford_5000
spectacle,C1,oxford_5000
spectacular,B2,oxford_5000
spectator,B2,oxford_5000
spectrum,C1,oxford_5000
speculate,B2,oxford_5000
speculation,B2,oxford_5000
speech,A2,oxford_3000
speed,A2,oxford_3000
spell,A1,oxford_3000
spelling,A1,oxford_3000
spend,A1,oxford_3000
spending,B1,oxford_3000
sphere,C1,oxford_5000
spice,B2,oxford_5000
spicy,B1,oxford_3000
spider,A2,oxford_3000
spill,B2,oxford_5000
spin,C1,oxford_5000
spine,C1,oxford_5000
spirit,B1,oxford_3000
spiritual,B2,oxford_3000
spite,B2,oxford_5000
split,B2,oxford_3000
spoil,B2,oxford_5000
spoken,B1,oxford_3000
spokesman,B2,oxford_5000
spokesperson,B2,oxford_5000
spokeswoman,B2,oxford_5000
sponsor,B2,oxford_3000
sponsorship,B2,oxford_5000
spoon,A2,oxford_3000
sport,A1,oxford_3000
sporting,B2,oxford_5000
spot,B1,oxford_3000
spotlight,C1,oxford_5000
spouse,C1,oxford_5000
spread,B1,oxford_3000
spring,A1,oxford_3000
spy,C1,oxford_5000
squad,C1,oxford_5000
square,A2,oxford_3000
squeeze,C1,oxford_5000
stab,C1,oxford_5000
stability,C1,oxford_5000
stabilize,C1,oxford_5000
stable,B2,oxford_3000
stadium,B1,oxford_3000
